Country Code,Country Name,Survey Year,Indicator,Characteristic Category,Characteristic Label,Value,gender
SN,Senegal,2014,for at least one specific reason,Marital status,Never married,29,Men
SN,Senegal,2015,if she burns the food,Education,No education,30.2,Women
SN,Senegal,2015,if she burns the food,Education,Primary,18.5,Women
SN,Senegal,2015,if she burns the food,Education,Secondary,12.4,Women
SN,Senegal,2015,if she burns the food,Education,Higher,6.3,Women
SN,Senegal,2015,if she burns the food,Wealth quintile,Lowest,39.8,Women
SN,Senegal,2015,if she burns the food,Wealth quintile,Second,29.2,Women
SN,Senegal,2015,if she burns the food,Wealth quintile,Middle,24.3,Women
SN,Senegal,2015,if she burns the food,Wealth quintile,Fourth,16.6,Women
SN,Senegal,2015,if she burns the food,Wealth quintile,Highest,9.3,Women
SN,Senegal,2015,if she burns the food,Marital status,Married or living together,26.3,Women
SN,Senegal,2015,if she burns the food,Marital status,"Widowed, divorced, separated",16.9,Women
SN,Senegal,2015,if she burns the food,Marital status,Never married,15.6,Women
SN,Senegal,2015,if she argues with him,Education,No education,57.4,Women
SN,Senegal,2015,if she argues with him,Education,Primary,37.6,Women
SN,Senegal,2015,if she argues with him,Education,Secondary,30.8,Women
SN,Senegal,2015,if she argues with him,Education,Higher,6.8,Women
SN,Senegal,2015,if she argues with him,Wealth quintile,Lowest,69.6,Women
SN,Senegal,2015,if she argues with him,Wealth quintile,Second,59.5,Women
SN,Senegal,2015,if she argues with him,Wealth quintile,Middle,48.3,Women
SN,Senegal,2015,if she argues with him,Wealth quintile,Fourth,36.5,Women
SN,Senegal,2015,if she argues with him,Wealth quintile,Highest,21.9,Women
SN,Senegal,2015,if she argues with him,Marital status,Married or living together,50.9,Women
SN,Senegal,2015,if she argues with him,Marital status,"Widowed, divorced, separated",36.5,Women
SN,Senegal,2015,if she argues with him,Marital status,Never married,34.1,Women
SN,Senegal,2015,if she goes out without telling him,Education,No education,54.7,Women
SN,Senegal,2015,if she goes out without telling him,Education,Primary,37.5,Women
SN,Senegal,2015,if she goes out without telling him,Education,Secondary,26.5,Women
SN,Senegal,2015,if she goes out without telling him,Education,Higher,7.7,Women
SN,Senegal,2015,if she goes out without telling him,Wealth quintile,Lowest,68.5,Women
SN,Senegal,2015,if she goes out without telling him,Wealth quintile,Second,57.8,Women
SN,Senegal,2015,if she goes out without telling him,Wealth quintile,Middle,42.7,Women
SN,Senegal,2015,if she goes out without telling him,Wealth quintile,Fourth,32.7,Women
SN,Senegal,2015,if she goes out without telling him,Wealth quintile,Highest,21.7,Women
SN,Senegal,2015,if she goes out without telling him,Marital status,Married or living together,49.2,Women
SN,Senegal,2015,if she goes out without telling him,Marital status,"Widowed, divorced, separated",36.4,Women
SN,Senegal,2015,if she goes out without telling him,Marital status,Never married,29.6,Women
SN,Senegal,2015,if she neglects the children,Education,No education,54.8,Women
SN,Senegal,2015,if she neglects the children,Education,Primary,38.3,Women
SN,Senegal,2015,if she neglects the children,Education,Secondary,29.7,Women
SN,Senegal,2015,if she neglects the children,Education,Higher,15,Women
SN,Senegal,2015,if she neglects the children,Wealth quintile,Lowest,68.6,Women
SN,Senegal,2015,if she neglects the children,Wealth quintile,Second,57.1,Women
SN,Senegal,2015,if she neglects the children,Wealth quintile,Middle,44.5,Women
SN,Senegal,2015,if she neglects the children,Wealth quintile,Fourth,35.1,Women
SN,Senegal,2015,if she neglects the children,Wealth quintile,Highest,23.8,Women
SN,Senegal,2015,if she neglects the children,Marital status,Married or living together,49.7,Women
SN,Senegal,2015,if she neglects the children,Marital status,"Widowed, divorced, separated",34.4,Women
SN,Senegal,2015,if she neglects the children,Marital status,Never married,33,Women
SN,Senegal,2015,if she refuses to have sex with him,Education,No education,56.9,Women
SN,Senegal,2015,if she refuses to have sex with him,Education,Primary,36.9,Women
SN,Senegal,2015,if she refuses to have sex with him,Education,Secondary,26.3,Women
SN,Senegal,2015,if she refuses to have sex with him,Education,Higher,9.3,Women
SN,Senegal,2015,if she refuses to have sex with him,Wealth quintile,Lowest,67.4,Women
SN,Senegal,2015,if she refuses to have sex with him,Wealth quintile,Second,57.3,Women
SN,Senegal,2015,if she refuses to have sex with him,Wealth quintile,Middle,46.6,Women
SN,Senegal,2015,if she refuses to have sex with him,Wealth quintile,Fourth,35.2,Women
SN,Senegal,2015,if she refuses to have sex with him,Wealth quintile,Highest,21.6,Women
SN,Senegal,2015,if she refuses to have sex with him,Marital status,Married or living together,50.9,Women
SN,Senegal,2015,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",39.5,Women
SN,Senegal,2015,if she refuses to have sex with him,Marital status,Never married,28.8,Women
SN,Senegal,2015,for at least one specific reason,Education,No education,67.7,Women
SN,Senegal,2015,for at least one specific reason,Education,Primary,50.5,Women
SN,Senegal,2015,for at least one specific reason,Education,Secondary,42.6,Women
SN,Senegal,2015,for at least one specific reason,Education,Higher,22,Women
SN,Senegal,2015,for at least one specific reason,Wealth quintile,Lowest,80.6,Women
SN,Senegal,2015,for at least one specific reason,Wealth quintile,Second,71.4,Women
SN,Senegal,2015,for at least one specific reason,Wealth quintile,Middle,57.5,Women
SN,Senegal,2015,for at least one specific reason,Wealth quintile,Fourth,47.1,Women
SN,Senegal,2015,for at least one specific reason,Wealth quintile,Highest,35.7,Women
SN,Senegal,2015,for at least one specific reason,Marital status,Married or living together,61.1,Women
SN,Senegal,2015,for at least one specific reason,Marital status,"Widowed, divorced, separated",50.6,Women
SN,Senegal,2015,for at least one specific reason,Marital status,Never married,47.5,Women
SN,Senegal,2015,if she burns the food,Education,No education,7.2,Men
SN,Senegal,2015,if she burns the food,Education,Primary,6.4,Men
SN,Senegal,2015,if she burns the food,Education,Secondary,8.2,Men
SN,Senegal,2015,if she burns the food,Education,Higher,1.3,Men
SN,Senegal,2015,if she burns the food,Wealth quintile,Lowest,18.7,Men
SN,Senegal,2015,if she burns the food,Wealth quintile,Second,9.4,Men
SN,Senegal,2015,if she burns the food,Wealth quintile,Middle,7,Men
SN,Senegal,2015,if she burns the food,Wealth quintile,Fourth,2.9,Men
SN,Senegal,2015,if she burns the food,Wealth quintile,Highest,1.8,Men
SN,Senegal,2015,if she burns the food,Marital status,Married or living together,4.6,Men
SN,Senegal,2015,if she burns the food,Marital status,"Widowed, divorced, separated",0,Men
SN,Senegal,2015,if she burns the food,Marital status,Never married,8.8,Men
SN,Senegal,2015,if she argues with him,Education,No education,18.5,Men
SN,Senegal,2015,if she argues with him,Education,Primary,14.5,Men
SN,Senegal,2015,if she argues with him,Education,Secondary,20,Men
SN,Senegal,2015,if she argues with him,Education,Higher,4.3,Men
SN,Senegal,2015,if she argues with him,Wealth quintile,Lowest,34.1,Men
SN,Senegal,2015,if she argues with him,Wealth quintile,Second,22.4,Men
SN,Senegal,2015,if she argues with him,Wealth quintile,Middle,14.9,Men
SN,Senegal,2015,if she argues with him,Wealth quintile,Fourth,12.6,Men
SN,Senegal,2015,if she argues with him,Wealth quintile,Highest,9.2,Men
SN,Senegal,2015,if she argues with him,Marital status,Married or living together,12.2,Men
SN,Senegal,2015,if she argues with him,Marital status,"Widowed, divorced, separated",6.9,Men
SN,Senegal,2015,if she argues with him,Marital status,Never married,20.8,Men
SN,Senegal,2015,if she goes out without telling him,Education,No education,14.7,Men
SN,Senegal,2015,if she goes out without telling him,Education,Primary,12.5,Men
SN,Senegal,2015,if she goes out without telling him,Education,Secondary,13.9,Men
SN,Senegal,2015,if she goes out without telling him,Education,Higher,2.6,Men
SN,Senegal,2015,if she goes out without telling him,Wealth quintile,Lowest,31.2,Men
SN,Senegal,2015,if she goes out without telling him,Wealth quintile,Second,20.4,Men
SN,Senegal,2015,if she goes out without telling him,Wealth quintile,Middle,12,Men
SN,Senegal,2015,if she goes out without telling him,Wealth quintile,Fourth,8.1,Men
SN,Senegal,2015,if she goes out without telling him,Wealth quintile,Highest,2.9,Men
SN,Senegal,2015,if she goes out without telling him,Marital status,Married or living together,10.6,Men
SN,Senegal,2015,if she goes out without telling him,Marital status,"Widowed, divorced, separated",10.2,Men
SN,Senegal,2015,if she goes out without telling him,Marital status,Never married,15.1,Men
SN,Senegal,2015,if she neglects the children,Education,No education,17.7,Men
SN,Senegal,2015,if she neglects the children,Education,Primary,14.6,Men
SN,Senegal,2015,if she neglects the children,Education,Secondary,19.5,Men
SN,Senegal,2015,if she neglects the children,Education,Higher,11.4,Men
SN,Senegal,2015,if she neglects the children,Wealth quintile,Lowest,36.7,Men
SN,Senegal,2015,if she neglects the children,Wealth quintile,Second,23,Men
SN,Senegal,2015,if she neglects the children,Wealth quintile,Middle,13.6,Men
SN,Senegal,2015,if she neglects the children,Wealth quintile,Fourth,11.5,Men
SN,Senegal,2015,if she neglects the children,Wealth quintile,Highest,9,Men
SN,Senegal,2015,if she neglects the children,Marital status,Married or living together,13.5,Men
SN,Senegal,2015,if she neglects the children,Marital status,"Widowed, divorced, separated",22.4,Men
SN,Senegal,2015,if she neglects the children,Marital status,Never married,19.6,Men
SN,Senegal,2015,if she refuses to have sex with him,Education,No education,12.6,Men
SN,Senegal,2015,if she refuses to have sex with him,Education,Primary,10.5,Men
SN,Senegal,2015,if she refuses to have sex with him,Education,Secondary,13.8,Men
SN,Senegal,2015,if she refuses to have sex with him,Education,Higher,5.2,Men
SN,Senegal,2015,if she refuses to have sex with him,Wealth quintile,Lowest,29.4,Men
SN,Senegal,2015,if she refuses to have sex with him,Wealth quintile,Second,15.4,Men
SN,Senegal,2015,if she refuses to have sex with him,Wealth quintile,Middle,9.1,Men
SN,Senegal,2015,if she refuses to have sex with him,Wealth quintile,Fourth,7.1,Men
SN,Senegal,2015,if she refuses to have sex with him,Wealth quintile,Highest,5.9,Men
SN,Senegal,2015,if she refuses to have sex with him,Marital status,Married or living together,8.4,Men
SN,Senegal,2015,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",2.5,Men
SN,Senegal,2015,if she refuses to have sex with him,Marital status,Never married,14.7,Men
SN,Senegal,2015,for at least one specific reason,Education,No education,27.1,Men
SN,Senegal,2015,for at least one specific reason,Education,Primary,22,Men
SN,Senegal,2015,for at least one specific reason,Education,Secondary,27.5,Men
SN,Senegal,2015,for at least one specific reason,Education,Higher,14.1,Men
SN,Senegal,2015,for at least one specific reason,Wealth quintile,Lowest,50.2,Men
SN,Senegal,2015,for at least one specific reason,Wealth quintile,Second,35.5,Men
SN,Senegal,2015,for at least one specific reason,Wealth quintile,Middle,21.8,Men
SN,Senegal,2015,for at least one specific reason,Wealth quintile,Fourth,17.6,Men
SN,Senegal,2015,for at least one specific reason,Wealth quintile,Highest,12.4,Men
SN,Senegal,2015,for at least one specific reason,Marital status,Married or living together,20.1,Men
SN,Senegal,2015,for at least one specific reason,Marital status,"Widowed, divorced, separated",25.2,Men
SN,Senegal,2015,for at least one specific reason,Marital status,Never married,28.8,Men
SN,Senegal,2016,if she burns the food,Education,No education,25.7,Women
SN,Senegal,2016,if she burns the food,Education,Primary,14,Women
SN,Senegal,2016,if she burns the food,Education,Secondary,11.9,Women
SN,Senegal,2016,if she burns the food,Education,Higher,2.3,Women
SN,Senegal,2016,if she burns the food,Wealth quintile,Lowest,38,Women
SN,Senegal,2016,if she burns the food,Wealth quintile,Second,26.4,Women
SN,Senegal,2016,if she burns the food,Wealth quintile,Middle,17.9,Women
SN,Senegal,2016,if she burns the food,Wealth quintile,Fourth,11.2,Women
SN,Senegal,2016,if she burns the food,Wealth quintile,Highest,6.6,Women
SN,Senegal,2016,if she burns the food,Marital status,Married or living together,21,Women
SN,Senegal,2016,if she burns the food,Marital status,"Widowed, divorced, separated",13.7,Women
SN,Senegal,2016,if she burns the food,Marital status,Never married,14.1,Women
SN,Senegal,2016,if she argues with him,Education,No education,49.8,Women
SN,Senegal,2016,if she argues with him,Education,Primary,34.1,Women
SN,Senegal,2016,if she argues with him,Education,Secondary,27.7,Women
SN,Senegal,2016,if she argues with him,Education,Higher,3.1,Women
SN,Senegal,2016,if she argues with him,Wealth quintile,Lowest,65.1,Women
SN,Senegal,2016,if she argues with him,Wealth quintile,Second,50.7,Women
SN,Senegal,2016,if she argues with him,Wealth quintile,Middle,39.2,Women
SN,Senegal,2016,if she argues with him,Wealth quintile,Fourth,30.6,Women
SN,Senegal,2016,if she argues with him,Wealth quintile,Highest,18.5,Women
SN,Senegal,2016,if she argues with him,Marital status,Married or living together,43.7,Women
SN,Senegal,2016,if she argues with him,Marital status,"Widowed, divorced, separated",30.4,Women
SN,Senegal,2016,if she argues with him,Marital status,Never married,29.2,Women
SN,Senegal,2016,if she goes out without telling him,Education,No education,47.2,Women
SN,Senegal,2016,if she goes out without telling him,Education,Primary,30.7,Women
SN,Senegal,2016,if she goes out without telling him,Education,Secondary,26.1,Women
SN,Senegal,2016,if she goes out without telling him,Education,Higher,3.7,Women
SN,Senegal,2016,if she goes out without telling him,Wealth quintile,Lowest,62.9,Women
SN,Senegal,2016,if she goes out without telling him,Wealth quintile,Second,48,Women
SN,Senegal,2016,if she goes out without telling him,Wealth quintile,Middle,36.2,Women
SN,Senegal,2016,if she goes out without telling him,Wealth quintile,Fourth,28.7,Women
SN,Senegal,2016,if she goes out without telling him,Wealth quintile,Highest,16.3,Women
SN,Senegal,2016,if she goes out without telling him,Marital status,Married or living together,40.6,Women
SN,Senegal,2016,if she goes out without telling him,Marital status,"Widowed, divorced, separated",26.3,Women
SN,Senegal,2016,if she goes out without telling him,Marital status,Never married,28.8,Women
SN,Senegal,2016,if she neglects the children,Education,No education,47,Women
SN,Senegal,2016,if she neglects the children,Education,Primary,32.7,Women
SN,Senegal,2016,if she neglects the children,Education,Secondary,27.5,Women
SN,Senegal,2016,if she neglects the children,Education,Higher,10.7,Women
SN,Senegal,2016,if she neglects the children,Wealth quintile,Lowest,63.2,Women
SN,Senegal,2016,if she neglects the children,Wealth quintile,Second,49.1,Women
SN,Senegal,2016,if she neglects the children,Wealth quintile,Middle,38.3,Women
SN,Senegal,2016,if she neglects the children,Wealth quintile,Fourth,28.1,Women
SN,Senegal,2016,if she neglects the children,Wealth quintile,Highest,18.4,Women
SN,Senegal,2016,if she neglects the children,Marital status,Married or living together,41.9,Women
SN,Senegal,2016,if she neglects the children,Marital status,"Widowed, divorced, separated",28.6,Women
SN,Senegal,2016,if she neglects the children,Marital status,Never married,29,Women
SN,Senegal,2016,if she refuses to have sex with him,Education,No education,50.7,Women
SN,Senegal,2016,if she refuses to have sex with him,Education,Primary,29.9,Women
SN,Senegal,2016,if she refuses to have sex with him,Education,Secondary,23.2,Women
SN,Senegal,2016,if she refuses to have sex with him,Education,Higher,4.4,Women
SN,Senegal,2016,if she refuses to have sex with him,Wealth quintile,Lowest,63.1,Women
SN,Senegal,2016,if she refuses to have sex with him,Wealth quintile,Second,49.6,Women
SN,Senegal,2016,if she refuses to have sex with him,Wealth quintile,Middle,38.6,Women
SN,Senegal,2016,if she refuses to have sex with him,Wealth quintile,Fourth,29.1,Women
SN,Senegal,2016,if she refuses to have sex with him,Wealth quintile,Highest,16,Women
SN,Senegal,2016,if she refuses to have sex with him,Marital status,Married or living together,43.1,Women
SN,Senegal,2016,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",31.1,Women
SN,Senegal,2016,if she refuses to have sex with him,Marital status,Never married,25,Women
SN,Senegal,2016,for at least one specific reason,Education,No education,58.7,Women
SN,Senegal,2016,for at least one specific reason,Education,Primary,43.3,Women
SN,Senegal,2016,for at least one specific reason,Education,Secondary,39.1,Women
SN,Senegal,2016,for at least one specific reason,Education,Higher,13.4,Women
SN,Senegal,2016,for at least one specific reason,Wealth quintile,Lowest,74,Women
SN,Senegal,2016,for at least one specific reason,Wealth quintile,Second,60.5,Women
SN,Senegal,2016,for at least one specific reason,Wealth quintile,Middle,49.8,Women
SN,Senegal,2016,for at least one specific reason,Wealth quintile,Fourth,41,Women
SN,Senegal,2016,for at least one specific reason,Wealth quintile,Highest,27.2,Women
SN,Senegal,2016,for at least one specific reason,Marital status,Married or living together,52.6,Women
SN,Senegal,2016,for at least one specific reason,Marital status,"Widowed, divorced, separated",38.6,Women
SN,Senegal,2016,for at least one specific reason,Marital status,Never married,40.9,Women
SN,Senegal,2016,if she burns the food,Education,No education,10.5,Men
SN,Senegal,2016,if she burns the food,Education,Primary,8.4,Men
SN,Senegal,2016,if she burns the food,Education,Secondary,8.4,Men
SN,Senegal,2016,if she burns the food,Education,Higher,6.8,Men
SN,Senegal,2016,if she burns the food,Wealth quintile,Lowest,16,Men
SN,Senegal,2016,if she burns the food,Wealth quintile,Second,12.7,Men
SN,Senegal,2016,if she burns the food,Wealth quintile,Middle,7.6,Men
SN,Senegal,2016,if she burns the food,Wealth quintile,Fourth,7.7,Men
SN,Senegal,2016,if she burns the food,Wealth quintile,Highest,3.8,Men
SN,Senegal,2016,if she burns the food,Marital status,Married or living together,6.8,Men
SN,Senegal,2016,if she burns the food,Marital status,"Widowed, divorced, separated",3.1,Men
SN,Senegal,2016,if she burns the food,Marital status,Never married,10.6,Men
SN,Senegal,2016,if she argues with him,Education,No education,24.3,Men
SN,Senegal,2016,if she argues with him,Education,Primary,17.7,Men
SN,Senegal,2016,if she argues with him,Education,Secondary,17,Men
SN,Senegal,2016,if she argues with him,Education,Higher,6.1,Men
SN,Senegal,2016,if she argues with him,Wealth quintile,Lowest,34.3,Men
SN,Senegal,2016,if she argues with him,Wealth quintile,Second,26.8,Men
SN,Senegal,2016,if she argues with him,Wealth quintile,Middle,19,Men
SN,Senegal,2016,if she argues with him,Wealth quintile,Fourth,14.2,Men
SN,Senegal,2016,if she argues with him,Wealth quintile,Highest,7.1,Men
SN,Senegal,2016,if she argues with him,Marital status,Married or living together,14.9,Men
SN,Senegal,2016,if she argues with him,Marital status,"Widowed, divorced, separated",11.7,Men
SN,Senegal,2016,if she argues with him,Marital status,Never married,21.9,Men
SN,Senegal,2016,if she goes out without telling him,Education,No education,20.8,Men
SN,Senegal,2016,if she goes out without telling him,Education,Primary,14,Men
SN,Senegal,2016,if she goes out without telling him,Education,Secondary,12.2,Men
SN,Senegal,2016,if she goes out without telling him,Education,Higher,4.9,Men
SN,Senegal,2016,if she goes out without telling him,Wealth quintile,Lowest,30.7,Men
SN,Senegal,2016,if she goes out without telling him,Wealth quintile,Second,21,Men
SN,Senegal,2016,if she goes out without telling him,Wealth quintile,Middle,14,Men
SN,Senegal,2016,if she goes out without telling him,Wealth quintile,Fourth,11.7,Men
SN,Senegal,2016,if she goes out without telling him,Wealth quintile,Highest,4.3,Men
SN,Senegal,2016,if she goes out without telling him,Marital status,Married or living together,13.3,Men
SN,Senegal,2016,if she goes out without telling him,Marital status,"Widowed, divorced, separated",8.2,Men
SN,Senegal,2016,if she goes out without telling him,Marital status,Never married,16.7,Men
SN,Senegal,2016,if she neglects the children,Education,No education,25,Men
SN,Senegal,2016,if she neglects the children,Education,Primary,17.4,Men
SN,Senegal,2016,if she neglects the children,Education,Secondary,15.9,Men
SN,Senegal,2016,if she neglects the children,Education,Higher,7.1,Men
SN,Senegal,2016,if she neglects the children,Wealth quintile,Lowest,36.5,Men
SN,Senegal,2016,if she neglects the children,Wealth quintile,Second,26.5,Men
SN,Senegal,2016,if she neglects the children,Wealth quintile,Middle,18.7,Men
SN,Senegal,2016,if she neglects the children,Wealth quintile,Fourth,13.9,Men
SN,Senegal,2016,if she neglects the children,Wealth quintile,Highest,5.7,Men
SN,Senegal,2016,if she neglects the children,Marital status,Married or living together,16.3,Men
SN,Senegal,2016,if she neglects the children,Marital status,"Widowed, divorced, separated",9.2,Men
SN,Senegal,2016,if she neglects the children,Marital status,Never married,20.9,Men
SN,Senegal,2016,if she refuses to have sex with him,Education,No education,17.3,Men
SN,Senegal,2016,if she refuses to have sex with him,Education,Primary,12.1,Men
SN,Senegal,2016,if she refuses to have sex with him,Education,Secondary,10.5,Men
SN,Senegal,2016,if she refuses to have sex with him,Education,Higher,3.5,Men
SN,Senegal,2016,if she refuses to have sex with him,Wealth quintile,Lowest,23.6,Men
SN,Senegal,2016,if she refuses to have sex with him,Wealth quintile,Second,17.9,Men
SN,Senegal,2016,if she refuses to have sex with him,Wealth quintile,Middle,13.5,Men
SN,Senegal,2016,if she refuses to have sex with him,Wealth quintile,Fourth,8.2,Men
SN,Senegal,2016,if she refuses to have sex with him,Wealth quintile,Highest,5.3,Men
SN,Senegal,2016,if she refuses to have sex with him,Marital status,Married or living together,11,Men
SN,Senegal,2016,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",12.1,Men
SN,Senegal,2016,if she refuses to have sex with him,Marital status,Never married,14.1,Men
SN,Senegal,2016,for at least one specific reason,Education,No education,32.7,Men
SN,Senegal,2016,for at least one specific reason,Education,Primary,23.9,Men
SN,Senegal,2016,for at least one specific reason,Education,Secondary,26,Men
SN,Senegal,2016,for at least one specific reason,Education,Higher,11.6,Men
SN,Senegal,2016,for at least one specific reason,Wealth quintile,Lowest,45.6,Men
SN,Senegal,2016,for at least one specific reason,Wealth quintile,Second,37.2,Men
SN,Senegal,2016,for at least one specific reason,Wealth quintile,Middle,27.4,Men
SN,Senegal,2016,for at least one specific reason,Wealth quintile,Fourth,20.8,Men
SN,Senegal,2016,for at least one specific reason,Wealth quintile,Highest,11.7,Men
SN,Senegal,2016,for at least one specific reason,Marital status,Married or living together,20.9,Men
SN,Senegal,2016,for at least one specific reason,Marital status,"Widowed, divorced, separated",20.6,Men
SN,Senegal,2016,for at least one specific reason,Marital status,Never married,31.1,Men
SN,Senegal,2017,if she burns the food,Education,No education,30.9,Women
SN,Senegal,2017,if she burns the food,Education,Primary,19.1,Women
SN,Senegal,2017,if she burns the food,Education,Secondary,12.7,Women
SN,Senegal,2017,if she burns the food,Education,Higher,1.4,Women
SN,Senegal,2017,if she burns the food,Wealth quintile,Lowest,45.2,Women
SN,Senegal,2017,if she burns the food,Wealth quintile,Second,31.1,Women
SN,Senegal,2017,if she burns the food,Wealth quintile,Middle,20.1,Women
SN,Senegal,2017,if she burns the food,Wealth quintile,Fourth,13.8,Women
SN,Senegal,2017,if she burns the food,Wealth quintile,Highest,8.9,Women
SN,Senegal,2017,if she burns the food,Marital status,Married or living together,26,Women
SN,Senegal,2017,if she burns the food,Marital status,"Widowed, divorced, separated",14.5,Women
SN,Senegal,2017,if she burns the food,Marital status,Never married,14.9,Women
SN,Senegal,2017,if she argues with him,Education,No education,48.6,Women
SN,Senegal,2017,if she argues with him,Education,Primary,29.6,Women
SN,Senegal,2017,if she argues with him,Education,Secondary,22.9,Women
SN,Senegal,2017,if she argues with him,Education,Higher,2.9,Women
SN,Senegal,2017,if she argues with him,Wealth quintile,Lowest,65.6,Women
SN,Senegal,2017,if she argues with him,Wealth quintile,Second,50.4,Women
SN,Senegal,2017,if she argues with him,Wealth quintile,Middle,35.6,Women
SN,Senegal,2017,if she argues with him,Wealth quintile,Fourth,24.2,Women
SN,Senegal,2017,if she argues with him,Wealth quintile,Highest,14,Women
SN,Senegal,2017,if she argues with him,Marital status,Married or living together,41.1,Women
SN,Senegal,2017,if she argues with him,Marital status,"Widowed, divorced, separated",23.8,Women
SN,Senegal,2017,if she argues with him,Marital status,Never married,25.2,Women
SN,Senegal,2017,if she goes out without telling him,Education,No education,46.9,Women
SN,Senegal,2017,if she goes out without telling him,Education,Primary,27.7,Women
SN,Senegal,2017,if she goes out without telling him,Education,Secondary,19.3,Women
SN,Senegal,2017,if she goes out without telling him,Education,Higher,2.4,Women
SN,Senegal,2017,if she goes out without telling him,Wealth quintile,Lowest,62.6,Women
SN,Senegal,2017,if she goes out without telling him,Wealth quintile,Second,48.1,Women
SN,Senegal,2017,if she goes out without telling him,Wealth quintile,Middle,34.7,Women
SN,Senegal,2017,if she goes out without telling him,Wealth quintile,Fourth,21.6,Women
SN,Senegal,2017,if she goes out without telling him,Wealth quintile,Highest,11.6,Women
SN,Senegal,2017,if she goes out without telling him,Marital status,Married or living together,39.1,Women
SN,Senegal,2017,if she goes out without telling him,Marital status,"Widowed, divorced, separated",22.3,Women
SN,Senegal,2017,if she goes out without telling him,Marital status,Never married,22.2,Women
SN,Senegal,2017,if she neglects the children,Education,No education,46.8,Women
SN,Senegal,2017,if she neglects the children,Education,Primary,29.8,Women
SN,Senegal,2017,if she neglects the children,Education,Secondary,24.7,Women
SN,Senegal,2017,if she neglects the children,Education,Higher,8.4,Women
SN,Senegal,2017,if she neglects the children,Wealth quintile,Lowest,62.9,Women
SN,Senegal,2017,if she neglects the children,Wealth quintile,Second,48.6,Women
SN,Senegal,2017,if she neglects the children,Wealth quintile,Middle,34.3,Women
SN,Senegal,2017,if she neglects the children,Wealth quintile,Fourth,25.2,Women
SN,Senegal,2017,if she neglects the children,Wealth quintile,Highest,17.1,Women
SN,Senegal,2017,if she neglects the children,Marital status,Married or living together,40.2,Women
SN,Senegal,2017,if she neglects the children,Marital status,"Widowed, divorced, separated",24.5,Women
SN,Senegal,2017,if she neglects the children,Marital status,Never married,26.7,Women
SN,Senegal,2017,if she refuses to have sex with him,Education,No education,50.7,Women
SN,Senegal,2017,if she refuses to have sex with him,Education,Primary,28.3,Women
SN,Senegal,2017,if she refuses to have sex with him,Education,Secondary,19.4,Women
SN,Senegal,2017,if she refuses to have sex with him,Education,Higher,2.9,Women
SN,Senegal,2017,if she refuses to have sex with him,Wealth quintile,Lowest,67.2,Women
SN,Senegal,2017,if she refuses to have sex with him,Wealth quintile,Second,51.3,Women
SN,Senegal,2017,if she refuses to have sex with him,Wealth quintile,Middle,36.3,Women
SN,Senegal,2017,if she refuses to have sex with him,Wealth quintile,Fourth,23,Women
SN,Senegal,2017,if she refuses to have sex with him,Wealth quintile,Highest,11.7,Women
SN,Senegal,2017,if she refuses to have sex with him,Marital status,Married or living together,42.7,Women
SN,Senegal,2017,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",27.1,Women
SN,Senegal,2017,if she refuses to have sex with him,Marital status,Never married,20.3,Women
SN,Senegal,2017,for at least one specific reason,Education,No education,59,Women
SN,Senegal,2017,for at least one specific reason,Education,Primary,39.5,Women
SN,Senegal,2017,for at least one specific reason,Education,Secondary,34,Women
SN,Senegal,2017,for at least one specific reason,Education,Higher,9.7,Women
SN,Senegal,2017,for at least one specific reason,Wealth quintile,Lowest,76.1,Women
SN,Senegal,2017,for at least one specific reason,Wealth quintile,Second,60.8,Women
SN,Senegal,2017,for at least one specific reason,Wealth quintile,Middle,47.2,Women
SN,Senegal,2017,for at least one specific reason,Wealth quintile,Fourth,34.4,Women
SN,Senegal,2017,for at least one specific reason,Wealth quintile,Highest,23.1,Women
SN,Senegal,2017,for at least one specific reason,Marital status,Married or living together,50.9,Women
SN,Senegal,2017,for at least one specific reason,Marital status,"Widowed, divorced, separated",34.5,Women
SN,Senegal,2017,for at least one specific reason,Marital status,Never married,36.4,Women
SN,Senegal,2017,if she burns the food,Education,No education,7.5,Men
SN,Senegal,2017,if she burns the food,Education,Primary,6.5,Men
SN,Senegal,2017,if she burns the food,Education,Secondary,6.3,Men
SN,Senegal,2017,if she burns the food,Education,Higher,1.1,Men
SN,Senegal,2017,if she burns the food,Wealth quintile,Lowest,12.4,Men
SN,Senegal,2017,if she burns the food,Wealth quintile,Second,10.2,Men
SN,Senegal,2017,if she burns the food,Wealth quintile,Middle,6.8,Men
SN,Senegal,2017,if she burns the food,Wealth quintile,Fourth,3.2,Men
SN,Senegal,2017,if she burns the food,Wealth quintile,Highest,2,Men
SN,Senegal,2017,if she burns the food,Marital status,Married or living together,4.7,Men
SN,Senegal,2017,if she burns the food,Marital status,"Widowed, divorced, separated",2.6,Men
SN,Senegal,2017,if she burns the food,Marital status,Never married,7.5,Men
SN,Senegal,2017,if she argues with him,Education,No education,22.9,Men
SN,Senegal,2017,if she argues with him,Education,Primary,18.9,Men
SN,Senegal,2017,if she argues with him,Education,Secondary,17.7,Men
